imdb_title_id;year;country
tt0194143;2002;USA
tt0194218;2000;USA
tt0194368;2000;USA
tt0194410;2000;USA
tt0194519;2000;USA
tt0195308;2000;USA
tt0195631;2000;USA
tt0195685;2000;USA
tt0195778;2000;USA
tt0195857;2000;SouthAfrica,UK
tt0195944;2000;USA,UK
tt0196068;2001;USA
tt0196106;2000;Canada,USA
tt0196158;2001;USA
tt0196216;2000;USA
tt0196219;2000;USA
tt0196223;2000;USA
tt0196229;2001;Germany,USA
tt0196708;2000;USA
tt0196723;2000;Germany,USA
tt0197072;2000;USA
tt0197256;2000;USA
tt0197384;2000;USA
tt0197633;2006;USA
tt0197644;2000;USA
tt0197646;2000;USA
tt0197750;2000;UK
tt0197753;2000;USA
tt0197951;2000;Canada
tt0197996;2003;USA
tt0198021;2000;USA
tt0198284;2000;USA
tt0198460;2000;USA
tt0198781;2001;USA
tt0198893;2000;USA
tt0198903;2001;USA
tt0199007;2002;USA
tt0199129;2000;USA
tt0199290;2000;USA
tt0199626;2003;UK,Australia,France,USA
tt0199650;2000;Canada,USA
tt0199727;2000;UK
tt0199753;2000;USA,Australia
tt0199974;2000;USA,Germany
tt0200027;2001;USA
tt0200171;2000;USA
tt0200422;2001;USA,UK
tt0200427;2000;USA
tt0200472;2000;USA,UK
tt0200530;2000;USA
tt0200550;2000;USA
tt0200669;2000;USA,France,UK
tt0200954;2001;USA
tt0201020;2001;USA
tt0201394;2001;USA
tt0201479;2001;Canada,USA
tt0201484;2000;Canada,USA
tt0201670;2000;UK
tt0201694;2001;USA
tt0201726;2000;USA
tt0201737;2000;USA
tt0201844;2002;USA
tt0201899;2000;USA
tt0201901;2000;USA
tt0202236;2000;Canada
tt0202402;2000;USA
tt0202458;2002;USA
tt0202470;2001;USA
tt0202623;2002;USA
tt0202641;2000;USA
tt0202642;2000;USA
tt0202711;2000;USA
tt0202856;2000;USA
tt0202989;2000;USA
tt0203019;2000;USA
tt0203053;2000;Canada,UK,Mexico
tt0203230;2000;USA
tt0203289;2001;USA,India
tt0203536;2003;USA
tt0203540;2000;UK,USA
tt0203580;2000;USA
tt0203830;2000;Canada
tt0203835;2000;USA
tt0203940;2000;Israel,USA
tt0203952;2003;USA
tt0203975;2001;USA,Canada
tt0204137;2000;USA
tt0204175;2000;USA
tt0204250;2006;USA
tt0204313;2004;USA
tt0204322;2005;USA
tt0204350;2000;USA
tt0204640;2000;USA
tt0204933;2000;USA
tt0204946;2000;USA
tt0205418;2000;USA
tt0205461;2000;UK,USA,IsleOfMan
tt0205498;2001;Germany
tt0205526;2000;USA
tt0205873;2000;Australia
tt0205936;2000;UK
tt0206075;2000;USA
tt0206113;2001;USA
tt0206184;2001;USA
tt0206226;2000;Australia,USA
tt0206275;2001;USA
tt0206314;2001;USA
tt0206367;2001;USA,SouthKorea,India
tt0206926;2000;UK
tt0206963;2001;Germany,USA
tt0207161;2000;Germany,USA
tt0207201;2000;USA
tt0207333;2000;Canada
tt0207377;2000;USA
tt0207524;2000;Germany,USA
tt0207585;2001;USA
tt0207631;2000;Canada,USA
tt0207638;2000;Canada
tt0207988;2001;USA
tt0208003;2000;Germany,USA
tt0208032;2000;Italy
tt0208037;2000;USA
tt0208050;2000;USA
tt0208196;2000;USA
tt0208298;2000;Russia,UK
tt0208874;2000;USA,Germany,UK
tt0208899;2001;USA
tt0208942;2000;Canada,France,Luxembourg
tt0208988;2000;USA
tt0208993;2000;USA
tt0209077;2002;USA,Netherlands,France
tt0209144;2000;USA
tt0209279;2000;USA
tt0209322;2000;USA
tt0209485;2000;Canada
tt0209486;2001;USA
tt0209958;2000;USA,Germany
tt0210065;2000;UK,Germany,Ireland
tt0210070;2000;Canada
tt0210094;2001;USA
tt0210149;2000;Canada,USA
tt0210217;2000;UK
tt0210223;2002;USA
tt0210299;2000;USA
tt0210357;2000;USA,UK
tt0210358;2000;USA
tt0210362;2001;USA
tt0210382;2000;USA,Canada,France
tt0210567;2000;USA,UK
tt0210584;2000;USA,Australia
tt0210616;2000;USA
tt0210756;2000;USA
tt0210816;2002;USA,France
tt0210943;2000;UK
tt0210945;2000;USA
tt0210953;2002;USA
tt0211181;2000;USA,UK
tt0211443;2001;Canada,USA
tt0211465;2001;USA
tt0211661;2000;USA
tt0211919;2000;Australia
tt0211938;2000;Canada,USA
tt0211941;2000;USA,Mexico
tt0212048;2001;Canada
tt0212059;2000;USA
tt0212271;2001;USA
tt0212292;2001;USA
tt0212294;2001;USA
tt0212380;2001;USA,UK,Germany
tt0212604;2000;USA
tt0212667;2000;USA
tt0212719;2000;USA
tt0212720;2001;USA,UK
tt0212742;2000;UK,Germany,Canada
tt0212815;2000;USA
tt0212827;2001;UK,Germany,Austria
tt0212867;2001;USA
tt0212879;2000;USA
tt0212910;2001;USA
tt0212974;2000;USA
tt0213053;2001;UK
tt0213205;2001;USA
tt0213231;2000;Canada,India
tt0213446;2000;USA
tt0213642;2001;Canada
tt0213690;2000;USA
tt0213790;2000;USA
tt0213802;2001;Germany
tt0213985;2007;Canada,SouthAfrica,UK
tt0214106;2001;USA
tt0214277;2000;USA
tt0214388;2000;USA
tt0214619;2001;USA
tt0214638;2000;Philippines,Italy
tt0214646;2000;USA
tt0214757;2000;USA
tt0214871;2000;Israel,USA
tt0215129;2000;USA
tt0215135;2001;USA
tt0215232;2000;USA
tt0215516;2001;USA
tt0215526;2000;Canada
tt0215545;2000;USA
tt0215679;2000;USA
tt0215727;2001;USA
tt0215841;2000;Germany,UK,SouthAfrica,France
tt0215880;2000;NewZealand
tt0215941;2000;USA
tt0216216;2000;USA
tt0216279;2000;UK,Ireland,Germany
tt0216417;2000;Australia
tt0216584;2005;Canada,UK
tt0216651;2000;Japan
tt0216746;2005;USA
tt0216772;2000;USA
tt0216930;2000;Canada,USA
tt0216982;2001;USA
tt0217007;2000;Sweden,Australia
tt0217031;2002;USA
tt0217086;2000;Canada,USA
tt0217107;2000;USA
tt0217287;2000;USA
tt0217319;2003;Canada,USA
tt0217331;2000;USA
tt0217570;2001;UK
tt0217621;2000;Canada
tt0217630;2000;USA
tt0217654;2000;USA
tt0217756;2000;USA
tt0217758;2000;USA
tt0217787;2002;USA
tt0217788;2000;UK,Germany
tt0217802;2003;USA
tt0217824;2001;UK
tt0217869;2000;USA
tt0217979;2001;USA
tt0218000;2001;UK
tt0218032;2001;USA
tt0218053;2001;USA
tt0218067;2000;USA,Germany
tt0218080;2000;Canada,USA
tt0218107;2001;USA
tt0218112;2000;UK,Ireland
tt0218126;2001;USA
tt0218138;2000;UK
tt0218141;2000;Canada,Germany
tt0218182;2000;USA
tt0218298;2000;USA
tt0218378;2000;UK,France,Canada
tt0218411;2001;SouthAfrica
tt0218426;2000;Canada,USA
tt0218616;2000;UK
tt0218619;2001;USA
tt0218625;2000;USA
tt0218641;2000;USA
tt0218800;2000;Canada
tt0218817;2001;USA
tt0218824;2000;UK
tt0218839;2000;USA
tt0218864;2002;USA
tt0219175;2000;Mexico,USA
tt0219210;2000;USA
tt0219272;2002;USA
tt0219327;2001;UK
tt0219333;2000;Canada
tt0219374;2002;USA
tt0219400;2002;USA
tt0219469;2000;USA
tt0219519;2000;USA
tt0219636;2000;USA
tt0219640;2000;USA
tt0219653;2000;USA
tt0219699;2000;USA
tt0219854;2000;USA
tt0219952;2000;France,USA
tt0219965;2001;USA
tt0220099;2000;USA,Japan
tt0220100;2000;USA
tt0220343;2002;USA
tt0220506;2002;USA
tt0220514;2001;Canada
tt0220652;2000;UK,Ireland
tt0220864;2001;USA,Argentina
tt0221027;2001;USA,Mexico
tt0221069;2000;Canada,USA,France
tt0221073;2000;Australia
tt0221074;2001;USA
tt0221197;2000;USA
tt0221297;2001;Canada
tt0221431;2000;USA
tt0221463;2000;USA
tt0221563;2000;UK,USA
tt0221691;2000;Australia,USA
tt0221837;2001;Canada,USA
tt0221885;2000;USA,UK,Germany,Hungary
tt0222020;2000;USA
tt0222167;2005;USA
tt0222293;2000;Canada
tt0222375;2000;USA
tt0222705;2001;USA
tt0222717;2000;USA
tt0222812;2003;Spain,USA
tt0223268;2000;Spain
tt0223284;2001;USA
tt0223744;2000;USA
tt0223832;2001;Netherlands,France,Spain,Australia
tt0223856;2000;USA
tt0223897;2000;USA
tt0223954;2000;USA
tt0224025;2004;USA
tt0224050;2000;Ireland
tt0224626;2001;USA
tt0225071;2001;USA
tt0225196;2000;USA
tt0225828;2001;Canada,USA
tt0225865;2002;UK
tt0226094;2000;Canada
tt0226225;2000;USA
tt0226430;2000;USA
tt0226540;2000;France
tt0226935;2001;USA
tt0227189;2005;USA,UK
tt0227200;2000;USA
tt0227671;2007;USA
tt0227984;2001;UK,Canada
tt0228004;2000;Canada
tt0228054;2000;Canada
tt0228121;2000;USA
tt0228180;2000;Canada
tt0228277;2000;USA
tt0228301;2003;USA
tt0228333;2001;USA
tt0228488;2001;UK
tt0228690;2001;USA
tt0228711;2001;USA
tt0228720;2000;USA
tt0228878;2001;USA
tt0228891;2000;Canada
tt0229003;2001;USA
tt0229021;2001;USA,Canada
tt0229362;2000;USA
tt0229752;2000;USA
tt0229792;2004;USA
tt0230025;2001;USA
tt0230169;2000;USA,UK
tt0230540;2002;USA
tt0230600;2001;Spain,USA,France,Italy,UK
tt0230631;2000;Canada
tt0230822;2000;UK
tt0230838;2001;USA
tt0231001;2001;Denmark,UK,CzechRepublic,Netherlands
tt0231402;2001;Australia,USA
tt0231448;2002;USA,Germany
tt0231496;2000;USA
tt0231775;2001;Germany,Canada,Australia,USA
tt0231781;2000;USA
tt0231956;2000;USA
tt0232015;2001;USA
tt0232098;2001;Canada,USA
tt0232632;2000;UK
tt0232657;2000;USA
tt0233142;2001;USA
tt0233277;2000;USA,Germany,UK
tt0233289;2000;USA
tt0233481;2001;USA
tt0233559;2002;USA
tt0233569;2000;USA
tt0233656;2000;Canada
tt0233699;2000;USA
tt0233911;2004;Canada
tt0233954;2000;UK
tt0234137;2000;USA,Canada
tt0234393;2000;Spain,UK
tt0234570;2000;Ireland,UK,USA
tt0234652;2000;Canada,Germany,USA
tt0234829;2001;USA
tt0235048;2002;USA
tt0235252;2000;USA
tt0235280;2002;USA
tt0235333;2002;USA
tt0235353;2000;Ireland
tt0235412;2001;Spain
tt0235553;2002;USA
tt0235737;2002;USA
tt0235953;2000;USA
tt0236019;2000;Australia,France
tt0236026;2001;USA,Mexico
tt0236034;2000;UK
tt0236126;2001;USA
tt0236157;2001;Ireland
tt0236348;2001;Canada,USA
tt0236474;2001;USA
tt0236502;2000;USA
tt0236640;2001;Germany,Canada,USA
tt0237572;2001;USA
tt0237680;2000;UK
tt0238137;2001;USA,Canada
tt0238205;2003;USA
tt0238247;2000;USA
tt0238321;2000;UK,USA
tt0238380;2002;USA
tt0238463;2000;USA
tt0238546;2002;USA,Australia
tt0238552;2001;USA
tt0238627;2000;USA
tt0238660;2000;UK,France
tt0238743;2000;USA
tt0238924;2002;USA
tt0238992;2005;USA
tt0238994;2000;Germany,Canada,Mexico
tt0239273;2000;UK
tt0239395;2001;USA,Australia
tt0239467;2001;Germany,USA,Netherlands
tt0239509;2001;USA
tt0239570;2001;USA
tt0239792;2000;Ireland
tt0239949;2001;USA
tt0239986;2001;USA
tt0240156;2000;USA
tt0240340;2002;USA
tt0240389;2001;USA,France
tt0240400;2000;USA
tt0240402;2001;USA
tt0240462;2001;USA
tt0240468;2002;USA,HongKong,Mexico,Taiwan
tt0240500;2000;USA
tt0240510;2002;UK,USA
tt0240515;2001;USA
tt0240585;2000;USA
tt0240802;2000;USA
tt0240900;2002;Canada,USA
tt0240980;2002;Australia
tt0241142;2000;USA
tt0241183;2002;USA
tt0241453;2002;USA
tt0241492;2000;UK
tt0241498;2001;USA
tt0241526;2000;USA
tt0241527;2001;UK,USA
tt0241760;2002;USA
tt0241998;2002;USA
tt0242150;2001;Canada
tt0242193;2001;USA,France,UK
tt0242252;2001;USA
tt0242445;2001;USA,Canada
tt0242508;2001;USA
tt0242527;2001;UK
tt0242587;2001;USA
tt0242592;2001;USA
tt0242716;2000;USA
tt0242746;2001;USA
tt0242798;2001;USA
tt0242888;2003;UK,USA,Germany
tt0242953;2002;USA
tt0242998;2001;USA
tt0243017;2001;USA
tt0243059;2001;USA
tt0243155;2001;UK,France,USA
tt0243196;2000;Canada,CzechRepublic
tt0243210;2001;Ireland,Canada
tt0243222;2001;USA,Japan
tt0243278;2001;Canada
tt0243327;2000;USA
tt0243415;2000;USA
tt0243462;2005;UK,Germany
tt0243508;2001;USA
tt0243554;2001;Australia,NewZealand,USA
tt0243575;2001;Canada,USA,France
tt0243585;2002;USA
tt0243595;2001;USA
tt0243649;2007;Canada
tt0243650;2000;USA
tt0243652;2003;Canada,USA
tt0243655;2001;USA
tt0243736;2002;USA,UK,France
tt0243759;2001;USA
tt0243828;2001;Canada
tt0243885;2001;USA,Romania
tt0243904;2002;UK,USA
tt0243907;2001;USA
tt0243931;2001;USA
tt0243991;2001;Germany
tt0244000;2001;USA
tt0244094;2001;USA
tt0244196;2000;Canada,SouthAfrica,UK
tt0244297;2001;UK,Canada
tt0244417;2000;USA,Germany
tt0244437;2000;USA
tt0244452;2001;USA
tt0244684;2000;Germany
tt0244744;2001;Bulgaria,UK,Canada
tt0244803;2001;NewZealand
tt0244941;2001;USA
tt0244970;2001;USA
tt0245046;2001;UK,Australia,Germany
tt0245090;2001;USA,Poland
tt0245095;2001;Luxembourg,USA,Germany,UK,France
tt0245115;2001;USA
tt0245120;2001;USA
tt0245171;2001;UK,Germany,Ireland,USA
tt0245238;2001;Canada
tt0245317;2001;USA
tt0245341;2002;USA
tt0245350;2001;Mexico
tt0245356;2001;USA
tt0245479;2002;USA
tt0245501;2001;USA
tt0245522;2002;USA
tt0245573;2002;USA
tt0245634;2001;USA
tt0245674;2001;USA,Canada
tt0245686;2001;USA
tt0245724;2000;USA
tt0245844;2002;UK,USA,Ireland,Switzerland
tt0245866;2001;USA
tt0245877;2000;Canada
tt0245891;2001;USA
tt0245905;2001;Australia
tt0246000;2001;USA
tt0246037;2001;USA
tt0246072;2000;USA
tt0246108;2001;USA
tt0246124;2000;USA
tt0246134;2001;UK,Germany,USA
tt0246157;2004;USA
tt0246228;2001;USA
tt0246332;2000;Canada
tt0246404;2004;USA
tt0246464;2002;USA
tt0246500;2001;USA,Canada
tt0246544;2001;Germany,Luxembourg,UK,USA
tt0246578;2001;USA
tt0246628;2001;USA
tt0246875;2000;UK
tt0246890;2002;USA
tt0246989;2001;USA
tt0247133;2001;USA
tt0247254;2002;USA
tt0247303;2001;USA,Netherlands
tt0247419;2001;Canada,UK
tt0247427;2001;USA
tt0247444;2002;USA
tt0247512;2001;USA
tt0247823;2001;USA
tt0248110;2003;Canada
tt0248169;2002;USA
tt0248180;2000;USA
tt0248640;2002;Aruba,USA
tt0248742;2001;USA
tt0248953;2001;UK
tt0249172;2000;USA
tt0249238;2000;UK
tt0249443;2000;USA
tt0249462;2000;UK,France
tt0249478;2001;USA
tt0249498;2003;USA
tt0249511;2001;USA
tt0249516;2011;USA
tt0249624;2001;UK
tt0249846;2003;USA
tt0249892;2000;USA
tt0249893;2000;NewZealand
tt0250067;2002;USA
tt0250202;2001;USA
tt0250214;2001;Canada
tt0250224;2001;USA
tt0250282;2001;USA
tt0250292;2002;Canada,USA
tt0250323;2001;USA
tt0250347;2001;USA
tt0250468;2002;USA,UK
tt0250485;2001;USA
tt0250491;2001;UK,Germany
tt0250494;2001;USA
tt0250613;2001;USA
tt0250617;2001;USA
tt0250625;2001;USA
tt0250636;2001;USA
tt0250687;2001;USA,Canada
tt0250698;2002;USA
tt0250716;2001;UK,USA
tt0251005;2000;USA
tt0251031;2001;USA
tt0251032;2001;NewZealand
tt0251052;2001;Netherlands,UK
tt0251057;2001;USA
tt0251075;2001;USA
tt0251110;2001;USA
tt0251127;2003;USA,Germany
tt0251163;2002;USA
tt0251174;2001;Canada,UK,Luxembourg
tt0251179;2004;USA
tt0251191;2000;UK
tt0251308;2001;Canada,USA
tt0251364;2001;Germany
tt0251369;2001;USA
tt0251370;2001;USA
tt0251412;2000;USA
tt0251415;2001;NewZealand
tt0251677;2003;Germany,Mexico,USA
tt0251696;2001;USA
tt0251736;2003;USA
tt0251744;2005;USA,Austria
tt0251806;2002;UK,France
tt0251901;2002;USA
tt0251951;2006;USA
tt0252225;2001;USA
tt0252266;2002;USA
tt0252501;2001;USA
tt0252503;2001;Canada,USA
tt0252684;2001;USA
tt0252866;2001;USA
tt0252963;2001;UK
tt0253028;2002;Canada
tt0253056;2000;USA
tt0253063;2000;USA
tt0253114;2001;USA
tt0253126;2001;UK,USA
tt0253200;2001;UK,Germany
tt0253335;2001;USA,Spain,Australia
tt0253486;2000;USA
tt0253556;2002;USA,UK,Ireland
tt0253586;2001;USA
tt0253700;2000;USA
tt0253754;2002;USA
tt0253798;2001;USA
tt0253827;2001;UK
tt0253867;2002;USA
tt0254099;2001;USA
tt0254252;2001;Canada
tt0254284;2001;UK,Germany
tt0254617;2001;USA
tt0254626;2001;USA
tt0254703;2001;UK,France,Luxembourg,USA
tt0255055;2001;USA
tt0255312;2001;USA
tt0255432;2002;Canada
tt0255623;2003;Australia,Germany
tt0255702;2002;USA
tt0255797;2002;USA
tt0255798;2001;USA
tt0255819;2001;USA
tt0255820;2013;USA
tt0255909;2001;Australia
tt0256084;2001;Italy,France,UK,Ireland
tt0256103;2001;France,UK,Germany,Spain
tt0256155;2001;USA
tt0256341;2001;USA
tt0256359;2001;UK,USA,Canada
tt0256374;2001;USA
tt0256375;2000;Australia
tt0256378;2000;USA
tt0256380;2001;USA,Germany
tt0256415;2002;USA
tt0256531;2001;UK,France
tt0256856;2001;USA
tt0256871;2001;Canada
tt0257019;2002;USA
tt0257044;2002;USA
tt0257106;2001;USA,Canada
tt0257360;2002;USA
tt0257408;2001;Canada
tt0257510;2002;USA,Hungary
tt0257516;2005;Germany,USA
tt0257568;2003;USA,Australia
tt0257721;2001;USA
tt0257750;2001;USA
tt0257818;2000;UK
tt0257935;2001;Netherlands
tt0258000;2002;USA
tt0258038;2001;USA
tt0258100;2002;USA
tt0258153;2002;USA
tt0258247;2000;USA
tt0258273;2001;USA
tt0258470;2001;USA
tt0258534;2003;UK,Canada
tt0258854;2000;USA
tt0258862;2000;Canada,UK
tt0258877;2002;USA
tt0258967;2001;Canada,USA
tt0259017;2002;USA
tt0259054;2001;USA
tt0259218;2001;USA
tt0259324;2007;USA,Australia
tt0259386;2001;USA
tt0259417;2001;SouthAfrica,Germany
tt0259442;2000;Australia,Canada,France,Italy,Japan
tt0259484;2002;USA
tt0259497;2001;USA
tt0259516;2000;USA
tt0259538;2002;USA
tt0259567;2004;USA
tt0259822;2006;USA
tt0259929;2001;UK,Germany
tt0259974;2000;USA,Japan
tt0260216;2001;USA
tt0260320;2002;Germany,USA
tt0260481;2000;USA
tt0260695;2002;USA
tt0260746;2001;USA
tt0260758;2000;Spain,USA
tt0260924;2002;USA
tt0261066;2001;USA
tt0261199;2000;USA
tt0261392;2001;USA
tt0261652;2001;USA
tt0261755;2001;USA
tt0261842;2001;Australia
tt0261877;2000;UK
tt0261983;2001;USA
tt0261992;2003;USA
tt0262221;2000;USA
tt0262432;2000;USA
tt0262462;2001;USA
tt0262560;2000;Canada
tt0262828;2001;USA
tt0262911;2001;Canada,USA
tt0263005;2000;UK
tt0263053;2002;UK
tt0263265;2003;USA
tt0263386;2001;USA
tt0263488;2001;USA,Germany
tt0263657;2001;USA
tt0263728;2001;USA
tt0263746;2001;Canada
tt0263757;2003;USA
tt0263971;2000;USA
tt0264150;2003;USA
tt0264323;2005;USA
tt0264355;2001;USA
tt0264365;2003;USA
tt0264395;2003;Germany,USA
tt0264472;2002;USA
tt0264559;2001;USA
tt0264605;2001;USA
tt0264606;2001;USA
tt0264616;2001;USA,Germany,Italy
tt0264675;2000;USA
tt0264683;2002;USA
tt0264689;2002;USA
tt0264710;2000;USA
tt0264761;2001;USA
tt0264792;2001;Australia
